county_fips,score,yost_ses_quintile
54003,0.40992772727272725,4
54004,1.0354421739130435,5
54005,0.7840576744186047,5
54006,0.4627479245283019,4
54007,0.6122784,4
54008,0.9738511764705882,5
54009,0.9967784615384615,5
54010,0.5690942857142857,4
55000,-0.16902746666666665,2
55001,0.19918162162162162,3
55002,-0.6605237593984963,1
55003,-0.17139193548387094,2
55004,0.07200222222222223,3
55005,0.02447636363636364,2
55006,-0.17059,2
55007,0.2290854945054945,3
55008,-0.3116992592592593,1
55009,-0.03145837837837838,2
55010,-0.09140881720430108,2
55011,0.1315396551724138,3
55012,0.009165263157894744,2
55013,-0.5784526027397261,1
55014,-0.05184823529411765,2
56000,-0.3489888888888889,1
56001,-0.11794842105263156,2
56002,-0.45978909090909087,1
56003,-0.5272458333333333,1
56004,-0.125952,2
